,Order ID
8975,CA-2018-156622
131,US-2018-164147
1840,CA-2015-117345
2830,CA-2017-124149
6415,CA-2018-144750
8103,CA-2016-149846
368,CA-2017-155516
5144,CA-2018-161333
3637,CA-2017-145177
1156,CA-2015-136567
4215,CA-2015-103590
6216,CA-2016-161711
6749,CA-2018-100230
444,CA-2017-115756
8056,CA-2016-121188
5843,CA-2016-126725
7654,CA-2016-107685
2009,CA-2015-116407
7310,CA-2016-121699
2474,CA-2017-114972
8611,CA-2018-123624
2894,CA-2018-139913
1543,CA-2015-107181
3523,CA-2017-137673
1316,CA-2017-145919
5305,US-2017-168410
8055,CA-2016-121188
5649,CA-2018-142342
5635,CA-2018-123022
8060,CA-2016-156013
5044,CA-2017-158694
2176,CA-2017-125738
3742,CA-2017-137848
3432,CA-2018-148264
6967,CA-2017-157161
475,CA-2015-144666
9888,CA-2016-127544
5000,CA-2018-159688
9987,CA-2018-163629
9922,US-2018-162124
1221,CA-2015-110184
2998,CA-2015-138317
3343,CA-2017-145982
754,CA-2016-135272
3306,CA-2015-104738
1216,US-2018-118087
1131,CA-2017-112102
2625,CA-2018-127180
264,CA-2017-125318
5369,CA-2018-147403
666,CA-2018-132682
4791,CA-2016-104346
9880,CA-2016-104297
6197,CA-2016-149909
5119,CA-2016-127173
3022,CA-2016-123568
6436,US-2018-116897
667,CA-2018-132682
3073,CA-2017-125206
970,CA-2015-115791
9213,CA-2015-144071
2075,CA-2015-131051
7740,CA-2015-154781
6571,CA-2015-100678
3331,CA-2018-122595
7626,US-2016-159499
3685,CA-2016-132626
3337,US-2018-109253
9236,CA-2017-126732
8973,CA-2018-159226
4554,CA-2017-101448
6160,CA-2015-103989
1490,CA-2018-151911
6102,CA-2018-100111
1388,US-2017-108504
2649,CA-2015-131002
9801,CA-2018-137918
627,CA-2018-153787
778,CA-2016-144267
7669,CA-2016-130974
5534,US-2017-167472
8745,CA-2016-162376
5902,US-2018-153948
5202,CA-2016-142454
249,CA-2017-154739
960,CA-2018-152142
1812,US-2018-161193
5729,CA-2018-117324
4738,CA-2016-105725
2809,CA-2016-148635
2184,CA-2017-128818
3205,CA-2015-158372
4174,CA-2017-152163
3081,US-2018-132297
9230,CA-2018-133718
6252,CA-2015-165806
760,CA-2016-112319
5528,CA-2016-137106
5603,CA-2017-117919
6215,CA-2016-161711
2455,CA-2018-140949
8523,CA-2018-133074
8363,CA-2018-147207
2322,CA-2016-109470
4720,CA-2016-142601
8155,US-2018-143770
4835,CA-2018-167661
6752,CA-2017-154767
7116,CA-2015-143168
5506,US-2017-162026
1055,CA-2016-110667
4999,CA-2017-129238
1659,CA-2018-127285
4315,CA-2016-115945
391,US-2015-135972
9098,CA-2018-152933
2565,CA-2018-109589
9894,US-2017-115441
6849,CA-2015-101462
9156,CA-2015-134215
6888,CA-2018-120222
6781,US-2017-147711
6623,CA-2015-130449
2430,CA-2018-100748
2316,CA-2018-122035
3009,CA-2017-115525
8441,CA-2018-145779
9983,US-2017-157728
5916,US-2016-126977
411,CA-2018-117457
3289,CA-2016-157770
567,CA-2018-156951
2817,CA-2016-104626
7041,CA-2018-103443
9058,CA-2016-149097
1610,CA-2015-156349
2342,US-2015-143231
560,CA-2018-118731
300,CA-2017-142545
1010,CA-2015-158540
8255,CA-2018-152310
620,CA-2018-117947
1872,CA-2015-116932
1517,CA-2015-111059
5717,CA-2016-124107
7638,CA-2018-104885
9973,US-2017-103674
1847,CA-2018-128370
524,US-2017-139486
6351,CA-2018-161130
4396,CA-2017-148740
3868,CA-2016-132486
5591,CA-2015-164742
3453,CA-2016-153325
2934,US-2017-169040
8696,CA-2018-119284
6794,CA-2016-145394
1794,CA-2017-140774
7958,CA-2018-131807
2406,CA-2018-108574
3186,CA-2015-123498
6697,US-2017-155103
6411,CA-2018-161774
6848,US-2017-163461
9767,CA-2018-102659
7076,CA-2017-167416
8296,CA-2017-166380
415,CA-2018-142636
4413,CA-2015-130624
5908,US-2017-113985
8917,US-2017-144057
7904,CA-2016-126669
6889,CA-2018-164756
749,CA-2018-126074
7842,CA-2015-158470
137,CA-2017-145583
4569,CA-2015-169460
3831,US-2016-111927
1992,CA-2018-133648
6018,CA-2015-102652
710,CA-2015-113887
2047,CA-2017-131835
470,CA-2016-154144
856,CA-2015-125612
8576,CA-2018-106747
1789,CA-2016-154326
9452,CA-2016-129546
3072,CA-2015-119375
4598,US-2018-169502
6194,CA-2018-104927
7240,CA-2018-136651
3357,CA-2018-100335
8648,CA-2017-164574
4142,US-2015-107699
1414,CA-2018-115994
5401,CA-2018-132262
9003,CA-2016-102855
5238,CA-2015-166744
3568,CA-2018-168109
1944,CA-2017-108581
7736,CA-2015-105872
1328,CA-2018-106033
9121,CA-2018-122007
2077,CA-2018-140676
153,CA-2016-124919
129,US-2017-125969
4464,US-2018-125717
3574,CA-2018-117023
3106,CA-2018-127460
4347,CA-2017-120355
6221,US-2018-157224
1676,CA-2017-122728
8417,CA-2018-118199
217,CA-2017-130162
7002,CA-2015-133158
416,CA-2018-122105
9185,CA-2018-156776
1832,CA-2016-131422
8281,CA-2018-134810
7659,CA-2018-146493
7662,US-2018-141509
1870,CA-2015-116932
7436,CA-2016-148180
8927,CA-2016-143616
2096,US-2017-146570
9366,CA-2015-108147
3088,US-2018-159205
9904,CA-2015-122609
3899,CA-2018-157980
394,CA-2018-102946
975,US-2018-103247
5032,CA-2017-155166
4318,US-2018-136189
6910,US-2018-115301
7189,CA-2017-164399
381,CA-2017-134775
9319,US-2018-108343
2188,CA-2018-143063
764,CA-2015-162775
2459,CA-2018-138548
5792,CA-2018-140186
3064,CA-2018-106859
3110,CA-2017-121671
6466,CA-2018-153080
6927,CA-2017-140382
9282,CA-2017-160486
6184,CA-2017-143609
6522,CA-2018-138289
1786,CA-2018-166317
3029,US-2017-164189
8709,CA-2015-119144
1090,CA-2018-158407
7179,US-2017-144351
3739,CA-2017-133340
7053,CA-2017-165330
6027,CA-2018-136007
1110,US-2017-110156
8194,CA-2016-141327
8597,US-2017-117387
2029,CA-2016-117961
8834,US-2018-132675
6609,US-2016-118906
1859,CA-2016-121608
1348,CA-2015-118339
7031,CA-2017-145548
7314,CA-2017-121377
8685,CA-2018-137323
9768,CA-2018-142328
5765,US-2015-126340
6654,CA-2018-135937
5013,US-2018-160465
6715,CA-2018-107629
5452,CA-2017-140613
7377,CA-2015-132787
9005,CA-2018-107825
474,CA-2015-144666
5330,CA-2017-123120
692,CA-2016-131534
2261,US-2016-137960
455,CA-2017-100153
8042,US-2018-133081
191,CA-2016-102281
8757,CA-2017-114307
9206,CA-2017-146423
6364,CA-2018-110443
815,CA-2016-106565
9908,US-2016-129007
2633,US-2018-110604
8139,CA-2017-102561
8532,CA-2017-156748
4371,US-2017-165078
3340,US-2018-109253
4631,CA-2018-168396
3243,CA-2018-113355
2877,CA-2017-152072
2345,CA-2017-159373
4856,CA-2016-137526
895,CA-2017-105494
9297,US-2016-163433
6493,CA-2017-113845
717,CA-2018-108910
8656,CA-2015-142769
1790,CA-2015-102008
3984,CA-2017-135265
6890,CA-2018-164756
8311,US-2018-105935
9258,CA-2015-168368
8357,CA-2015-110555
3449,CA-2015-168592
2873,CA-2018-137022
9265,US-2018-128118
287,CA-2017-112697
5780,US-2016-159513
7461,US-2016-136987
9530,CA-2018-111759
3985,CA-2017-108735
5139,CA-2018-128335
7093,CA-2016-119480
2773,CA-2017-131576
3970,CA-2015-135090
9472,CA-2018-102925
2910,CA-2016-118444
5996,CA-2017-162187
3762,CA-2017-156251
7059,CA-2017-165330
317,CA-2015-164973
4262,CA-2018-123351
5268,US-2018-114657
4524,CA-2015-107454
6176,CA-2016-158421
3165,CA-2015-153969
9612,CA-2017-110086
2163,CA-2017-154018
8553,US-2018-102904
4043,CA-2015-110786
5362,CA-2017-122017
4259,CA-2018-118367
9665,CA-2018-157448
3630,CA-2018-155957
7087,US-2018-143175
6441,CA-2017-101161
5894,CA-2018-100825
2395,CA-2016-137897
6978,CA-2018-155159
246,CA-2015-131926
6030,US-2018-152492
9057,CA-2016-149097
9785,CA-2016-155635
6469,CA-2017-163804
1244,CA-2018-133641
1573,US-2015-157385
7088,CA-2016-105844
3955,CA-2015-133228
1931,CA-2017-152121
6541,US-2018-107888
2022,CA-2017-168354
9961,CA-2016-168088
7445,CA-2018-127474
8475,CA-2018-169404
8839,CA-2015-153808
6606,CA-2017-148852
7466,CA-2017-138282
9325,CA-2018-121853
6599,CA-2015-154095
7287,CA-2017-149965
2645,CA-2015-131002
1346,CA-2015-118339
8374,CA-2016-158701
6462,US-2018-133361
9061,CA-2016-136420
2401,CA-2018-145877
9067,CA-2017-150077
4924,CA-2018-114055
3062,CA-2016-145184
2027,CA-2017-113516
1457,CA-2016-111297
5083,CA-2017-155138
846,CA-2016-114300
6158,CA-2017-104150
7855,CA-2018-135587
3740,CA-2017-133340
441,CA-2017-115756
5396,US-2017-147340
2341,US-2015-143231
1932,CA-2018-161200
4477,CA-2018-130211
1688,CA-2018-143798
768,CA-2015-106810
8334,CA-2017-153269
6272,CA-2018-149706
1530,CA-2016-103793
8772,CA-2018-115882
2870,CA-2015-148040
6303,CA-2018-162712
1667,CA-2017-128531
7174,US-2018-141677
7391,CA-2018-160031
2760,CA-2015-129574
5106,CA-2016-147102
6514,CA-2018-167640
5294,CA-2018-144883
5637,CA-2018-113208
3369,CA-2016-115511
879,CA-2018-111689
1424,CA-2016-124800
3127,CA-2018-147564
6334,CA-2015-133305
8147,US-2018-146822
352,CA-2017-129714
5251,US-2017-169369
7569,CA-2015-133830
2734,CA-2016-129770
4552,US-2015-106334
7931,US-2017-168095
2614,CA-2015-147298
3751,CA-2018-161956
3220,US-2016-137008
1804,CA-2018-158379
4894,CA-2017-135776
9171,US-2017-155768
8931,CA-2018-143252
9289,CA-2015-111857
186,CA-2015-123260
9762,CA-2015-121762
5363,CA-2017-122017
1058,CA-2018-167150
3272,CA-2016-146038
4983,CA-2017-109925
9738,CA-2018-129294
3966,CA-2017-149902
5182,CA-2018-108749
2192,CA-2017-128412
499,CA-2017-126158
4193,CA-2016-150875
5476,CA-2018-169691
5580,CA-2018-137498
751,CA-2018-126074
111,CA-2017-128867
1054,CA-2016-110667
2947,CA-2018-169859
3697,CA-2016-151680
9519,US-2018-104451
649,CA-2017-160745
1878,CA-2018-118885
2821,CA-2017-100202
6437,US-2018-116897
218,CA-2017-130162
8463,CA-2015-100881
1592,CA-2016-122826
4337,CA-2016-125234
7171,CA-2018-125381
6675,CA-2016-109337
3772,CA-2015-115357
5071,CA-2015-124478
4589,US-2018-163790
2864,US-2018-103828
99,CA-2017-158568
98,CA-2017-149223
2349,CA-2018-109701
7235,CA-2017-137337
7003,CA-2015-133158
252,CA-2017-146941
7596,CA-2016-164567
898,CA-2018-160983
6699,CA-2018-145429
2857,CA-2017-154690
2751,CA-2015-158029
4080,CA-2017-140417
2338,CA-2015-110639
3060,CA-2017-144554
4767,CA-2016-123155
6598,CA-2015-169257
9896,CA-2015-156342
2457,CA-2018-140949
1306,CA-2017-141397
4388,CA-2018-111556
4520,CA-2015-109491
9884,CA-2015-112291
4710,CA-2018-138149
6211,CA-2018-119809
4291,CA-2018-102407
9568,CA-2018-104388
2541,CA-2017-144792
5195,CA-2015-101560
2277,CA-2015-104283
9980,US-2016-151435
65,CA-2016-135545
314,CA-2015-167850
5864,US-2015-117968
2351,CA-2018-109701
9634,CA-2015-151330
2712,CA-2018-146031
8455,CA-2017-154081
2486,CA-2016-104514
5280,CA-2018-152709
5903,US-2018-153948
6485,CA-2018-113908
5284,CA-2015-133424
5475,CA-2018-169691
5751,CA-2017-125850
5895,CA-2015-168305
9048,CA-2018-137463
2180,CA-2017-128818
8343,US-2015-155544
9586,CA-2017-108630
2282,CA-2017-132143
7981,CA-2015-113383
1188,CA-2018-117212
7797,CA-2018-166184
2149,CA-2018-102771
6213,CA-2018-149944
8388,CA-2015-139423
594,CA-2015-131450
5897,CA-2017-167682
8280,CA-2018-134810
3021,CA-2016-123568
3527,CA-2018-148922
2745,CA-2018-163321
8991,US-2018-139577
719,CA-2015-104472
2000,CA-2018-166128
2183,CA-2017-128818
5061,CA-2016-136798
7423,CA-2018-135069
1406,US-2015-118486
1108,US-2017-110156
7217,CA-2016-150770
6550,CA-2016-126739
9642,CA-2015-104563
6371,CA-2018-143035
5021,CA-2017-133795
6093,CA-2018-100111
4178,CA-2017-148593
9956,US-2015-143287
3067,CA-2018-106859
4609,CA-2016-135020
7259,CA-2017-152730
3479,CA-2017-131289
5181,CA-2018-108749
1806,US-2017-116729
4718,CA-2016-109736
6605,CA-2017-148852
3556,CA-2018-118542
3540,CA-2015-158771
7275,CA-2016-144519
5871,CA-2017-154235
6311,CA-2015-112837
6007,CA-2018-129028
4393,CA-2017-108868
1211,CA-2017-137050
8387,CA-2016-149601
4621,CA-2016-161214
6238,CA-2016-134075
4133,CA-2015-128839
5624,CA-2017-121748
7293,CA-2017-113656
4690,CA-2015-138681
6236,CA-2017-144400
269,US-2018-145366
2959,CA-2016-158456
4226,CA-2018-120327
2589,CA-2017-137729
9088,CA-2016-150308
2731,CA-2018-104801
8137,CA-2015-103219
8790,CA-2016-169572
5313,CA-2018-137876
6802,CA-2017-109827
7322,CA-2018-167626
9011,CA-2016-137071
4007,US-2016-168732
3684,CA-2016-132626
6870,US-2017-126452
930,CA-2018-144932
7254,CA-2017-152730
866,CA-2015-149020
5709,US-2016-160857
8370,CA-2017-163972
8449,CA-2018-125451
6688,CA-2018-140494
173,CA-2015-118962
8725,CA-2018-148145
4129,CA-2016-121272
1606,US-2017-115819
8740,CA-2017-102498
4808,CA-2015-149055
5719,CA-2018-126550
3904,CA-2016-167010
3125,CA-2016-121720
9854,CA-2018-138870
723,CA-2015-117429
522,CA-2018-145142
790,CA-2016-115938
8607,CA-2015-151946
5130,CA-2015-160766
1165,CA-2015-117709
397,CA-2016-122259
7402,CA-2018-168172
155,CA-2016-124919
5443,CA-2016-148712
9791,CA-2015-127166
2210,CA-2015-125556
5888,CA-2016-147879
8485,CA-2018-124716
9169,CA-2017-140571
2175,CA-2017-125738
3714,CA-2015-135608
6450,CA-2016-156510
1728,CA-2017-106894
5623,CA-2017-121748
4033,CA-2017-169957
8019,CA-2018-167227
3342,CA-2017-145982
9856,CA-2015-120950
5354,CA-2015-113768
4110,CA-2016-153717
306,CA-2015-111003
7997,US-2018-105998
2060,CA-2015-106439
5552,US-2015-159618
2666,CA-2017-111794
7498,CA-2018-121048
2896,CA-2015-169033
2331,CA-2017-155187
2214,CA-2018-129378
8109,CA-2018-160122
4952,CA-2018-117926
1780,CA-2017-124667
2604,CA-2017-165848
4732,US-2016-103996
6129,CA-2018-162033
9900,CA-2018-117646
7443,CA-2015-109932
6750,CA-2017-154767
4610,US-2018-141852
364,CA-2018-144904
5223,CA-2018-117401
8815,CA-2016-144274
2041,CA-2016-122287
9952,CA-2016-141593
2365,US-2017-108637
139,CA-2017-145583
1352,CA-2018-162978
9509,CA-2015-149104
3322,CA-2016-120810
6855,US-2018-162670
4452,CA-2017-147137
3971,CA-2016-132374
1706,CA-2018-123491
9293,US-2018-116505
1008,US-2018-106705
5691,US-2016-138093
8323,CA-2017-130778
9239,CA-2018-110310
1873,CA-2018-142888
1026,CA-2017-126529
8184,US-2018-101721
4254,CA-2018-163160
6186,CA-2016-138954
442,CA-2017-115756
2948,CA-2018-169859
5457,CA-2018-130631
3351,US-2015-134733
2390,US-2016-127040
8492,CA-2016-109190
4184,CA-2017-143749
1222,CA-2017-126004
5331,CA-2017-123120
6701,CA-2016-153535
6103,CA-2018-100111
8082,CA-2016-150714
9281,US-2018-152898
3503,CA-2018-125115
5766,CA-2017-149685
902,CA-2018-132353
5767,CA-2018-126396
2315,CA-2018-122035
2111,CA-2016-164882
8089,US-2016-117492
4680,CA-2015-114510
4626,CA-2017-101336
3505,CA-2015-166863
1611,CA-2015-156349
4715,US-2016-122910
145,CA-2016-110744
3227,CA-2015-108189
294,CA-2015-111451
6709,CA-2016-123141
1967,CA-2018-165841
5001,CA-2017-136126
9715,CA-2017-116379
9927,CA-2016-159534
2042,CA-2016-104493
3989,CA-2015-122588
2646,CA-2015-131002
5645,CA-2018-127117
9461,CA-2015-100867
190,CA-2016-102281
5652,CA-2018-109099
8226,CA-2018-104136
1130,CA-2017-112102
8655,CA-2015-142769
2115,CA-2016-164882
3679,CA-2016-132626
2650,US-2017-146794
5250,US-2017-169369
9874,CA-2017-166653
2732,CA-2015-107594
4109,CA-2016-153717
6247,CA-2018-121580
5176,CA-2017-148908
6404,CA-2016-156328
5936,CA-2017-103107
8752,CA-2017-105662
1926,US-2017-139710
2076,CA-2018-140676
5349,CA-2016-149811
9938,CA-2017-169824
1225,CA-2017-126004
6261,CA-2018-103506
5493,CA-2015-105249
1616,CA-2016-130022
5905,US-2018-153948
2736,CA-2016-115798
4261,CA-2018-158344
1694,CA-2016-156335
1480,US-2017-108455
3521,CA-2017-114482
7607,CA-2018-121195
2515,CA-2015-106572
6906,CA-2018-149468
8342,CA-2017-132549
9609,CA-2017-130638
4846,CA-2015-164469
3456,CA-2018-136448
908,CA-2018-143259
8808,US-2018-110646
44,CA-2017-118255
5762,CA-2018-158169
3332,CA-2018-122595
3666,CA-2015-129364
8921,CA-2017-145709
7500,CA-2018-121048
123,CA-2017-103730
530,US-2016-138303
5109,CA-2015-138450
2019,CA-2016-113110
1322,CA-2018-121804
5948,CA-2018-161046
8212,CA-2017-116337
1407,CA-2017-130407
5463,CA-2015-146591
6302,CA-2018-166919
8785,CA-2018-145765
7625,CA-2016-136805
1469,CA-2018-139199
1158,CA-2017-149314
1772,CA-2017-129686
9651,CA-2017-107104
9598,CA-2016-149517
7748,CA-2016-133242
3631,CA-2018-132178
4827,CA-2015-152562
2911,CA-2015-113929
718,CA-2015-104472
2939,US-2017-169040
8646,CA-2017-113341
4852,CA-2015-107818
3169,CA-2017-138695
4303,CA-2017-121601
6953,CA-2016-129917
7349,CA-2018-142125
1460,CA-2016-119907
5179,US-2016-120502
9991,CA-2018-121258
8667,CA-2017-149916
4804,CA-2018-136364
1671,CA-2017-107615
4328,CA-2018-118360
4391,CA-2018-111556
478,CA-2017-152632
4806,CA-2016-137708
8306,CA-2017-128671
2961,CA-2018-143665
913,CA-2018-102519
9155,CA-2015-102645
7668,CA-2016-130974
1845,US-2018-158512
6118,CA-2018-143378
4041,CA-2015-110786
9342,CA-2017-119123
7343,CA-2015-168473
1900,CA-2017-140543
9196,CA-2015-103310
9443,CA-2018-165904
1092,CA-2016-143490
5496,CA-2018-117821
7169,CA-2015-117464
9543,CA-2016-135251
8997,CA-2018-122763
5509,US-2018-152569
6222,CA-2018-140627
222,CA-2016-169397
9492,CA-2018-163188
4496,CA-2018-112753
4000,CA-2015-116834
6703,CA-2016-139164
3305,CA-2015-104738
7390,CA-2018-108035
7999,US-2015-148194
4201,CA-2016-143105
8626,CA-2016-164084
5203,CA-2016-142454
6755,CA-2018-124205
3363,CA-2016-139962
4704,CA-2017-158435
801,CA-2018-105809
3350,CA-2017-147536
9077,US-2015-124625
8963,CA-2017-157280
6461,US-2018-133361
4992,CA-2016-153038
4995,CA-2015-132227
1263,CA-2017-155992
7121,CA-2018-166926
7244,US-2018-151127
9144,US-2018-166688
855,CA-2015-125612
9539,US-2018-169488
2798,CA-2018-158743
705,CA-2015-138527
4943,CA-2018-106782
3229,CA-2015-154641
7211,US-2017-119046
4203,CA-2015-145387
736,CA-2018-131954
7239,CA-2017-101651
2994,CA-2017-112893
8864,CA-2016-125934
7066,CA-2017-147473
851,CA-2017-152534
9682,CA-2018-122770
8190,US-2018-155866
8818,CA-2016-144274
1314,CA-2017-145919
5257,US-2018-114034
6774,CA-2017-119018
1828,US-2016-140851
6990,CA-2016-109386
2496,CA-2016-122371
461,CA-2016-109638
890,CA-2018-132934
3649,CA-2016-168459
5386,CA-2018-152786
7503,US-2018-120147
6128,US-2015-158400
2185,CA-2018-124576
682,CA-2017-164511
5142,CA-2017-111213
3477,CA-2015-143385
5942,CA-2017-151092
7238,CA-2017-101651
3830,CA-2018-141733
3074,CA-2016-126137
887,CA-2018-150707
8838,CA-2015-153808
4429,CA-2018-147725
138,CA-2017-145583
663,CA-2017-123666
7148,CA-2017-139941
3903,CA-2016-167010
4094,CA-2016-102491
119,CA-2017-103730
1583,CA-2016-131338
4759,CA-2015-121573
8085,CA-2017-105753
7340,CA-2015-116190
3207,CA-2015-158372
4960,CA-2017-166226
7595,CA-2018-119655
1267,US-2015-167738
2453,CA-2018-140949
6949,CA-2018-143021
9062,CA-2017-101623
6965,CA-2017-157161
3052,US-2018-148054
3779,CA-2018-118521
5527,CA-2016-142055
4805,CA-2016-137708
6442,CA-2017-101161
4219,CA-2018-134565
9368,CA-2017-154998
4891,CA-2017-135776
8489,CA-2017-158841
3179,CA-2018-105235
6090,CA-2018-100111
8520,CA-2018-118003
8413,CA-2017-147109
3129,CA-2015-136399
498,CA-2017-126158
4794,CA-2016-144722
6092,CA-2018-100111
3895,CA-2018-110212
9507,CA-2015-149104
9967,CA-2018-153871
2535,CA-2016-143238
4126,CA-2018-156769
4053,CA-2015-122931
8897,CA-2017-167241
8810,CA-2018-120614
8078,CA-2016-106187
8930,US-2016-168704
6286,CA-2017-121020
4104,US-2018-155999
6977,US-2017-119298
9080,CA-2018-166898
9918,CA-2016-105508
7111,CA-2017-109666
7859,CA-2015-103429
1440,CA-2018-122735
4558,CA-2015-127383
49,CA-2016-115742
7512,US-2018-161935
97,CA-2018-157833
4847,CA-2015-164469
7724,CA-2017-113978
4060,CA-2017-129196
5747,CA-2017-113733
7930,CA-2017-120082
602,CA-2015-149958
8701,CA-2018-119284
2224,CA-2018-121909
1810,CA-2017-165484
4170,CA-2016-100216
5184,CA-2018-163335
7290,CA-2017-153661
151,CA-2017-158834
1941,CA-2018-144064
695,CA-2016-119291
6183,CA-2016-158421
799,CA-2016-101910
7245,CA-2018-145807
3754,CA-2018-161956
1564,CA-2015-116239
5764,CA-2016-117772
7988,US-2017-117793
4122,CA-2018-133823
3024,CA-2016-164441
7411,CA-2018-121125
6700,CA-2018-145429
7831,CA-2016-137302
6509,CA-2018-102197
3960,CA-2016-113901
106,CA-2018-119004
7817,CA-2017-138478
5699,CA-2018-148320
8547,CA-2016-149566
8375,CA-2016-158701
5668,CA-2017-142405
1800,CA-2017-121034
9858,CA-2018-113278
5545,CA-2018-102967
2741,CA-2017-165015
674,CA-2018-130351
486,CA-2018-140963
9110,CA-2015-132010
6058,CA-2015-107524
1248,CA-2018-115602
7824,CA-2015-125150
1443,CA-2016-166135
8423,CA-2018-150091
7165,CA-2017-158610
6277,US-2017-139087
5020,CA-2018-136511
1641,CA-2017-157266
2802,CA-2018-143329
6852,US-2018-162670
7550,CA-2015-140396
4503,US-2015-138247
1733,US-2017-131149
7219,CA-2016-150770
6671,CA-2015-154837
694,CA-2016-119291
3743,CA-2017-137848
382,CA-2017-134775
3164,CA-2015-153969
4706,CA-2017-158435
5282,CA-2016-105158
8134,CA-2016-121776
5561,CA-2018-133263
5070,CA-2015-124478
2704,CA-2018-156818
1349,CA-2015-118339
871,CA-2016-131128
9460,CA-2015-101833
7033,CA-2017-145548
2631,US-2018-110604
1964,CA-2018-110905
9049,CA-2015-124513
5622,US-2017-124163
4510,CA-2017-119935
3191,CA-2018-123981
832,CA-2018-129462
8995,CA-2015-109043
6956,CA-2017-157588
52,CA-2016-115742
2190,CA-2017-118913
8937,CA-2016-134117
1205,CA-2018-133235
3114,CA-2017-150350
888,CA-2015-104976
2434,CA-2016-154746
8036,CA-2016-153738
5150,CA-2018-125101
8619,CA-2018-132437
4374,CA-2017-158575
6490,CA-2015-149594
1453,CA-2017-133711
9041,CA-2015-114335
2082,CA-2018-104647
4121,CA-2018-133823
6828,CA-2017-118689
9923,CA-2016-159534
4863,CA-2017-125164
826,CA-2018-126956
5790,CA-2018-140186
1534,CA-2018-124086
9540,CA-2016-135727
3869,CA-2016-132486
3611,US-2017-131674
9714,CA-2015-114251
9783,CA-2016-149748
1145,CA-2015-146969
8201,CA-2016-114811
8843,CA-2015-141173
6307,CA-2017-163328
4882,CA-2018-143567
7602,CA-2015-131947
8499,CA-2015-169061
5343,US-2015-168501
5872,CA-2018-129910
9982,US-2017-157728
4544,CA-2016-126557
7453,CA-2018-134796
3329,CA-2015-165309
1707,CA-2018-123491
3943,US-2017-142685
8530,CA-2017-156748
7966,CA-2016-138219
3035,US-2016-123960
4774,CA-2018-119746
7159,CA-2016-145835
3387,CA-2018-148404
6293,CA-2016-151253
2639,CA-2018-108441
6510,CA-2018-102197
979,CA-2016-157035
8596,CA-2015-111934
134,CA-2017-145583
3919,US-2016-148817
2396,CA-2016-137897
6036,CA-2017-131205
559,CA-2018-118731
1488,CA-2016-140410
7750,CA-2016-133242
1795,US-2018-139465
9042,CA-2016-168760
2992,CA-2017-134376
673,CA-2018-130351
8341,CA-2018-141481
41,CA-2018-120999
3735,CA-2018-168193
5258,US-2018-115595
93,CA-2016-149587
8436,CA-2016-151470
5688,CA-2015-131541
2945,CA-2017-166443
3811,CA-2016-113628
5024,US-2018-130953
5783,CA-2016-155586
2284,CA-2016-153108
2360,US-2015-148838
5146,CA-2018-161333
3930,CA-2017-162082
60,CA-2017-111682
1113,CA-2018-140585
5794,CA-2018-140186
4380,CA-2016-152891
839,CA-2016-100454
6658,CA-2018-135937
9868,CA-2015-114195
1329,CA-2017-142762
9699,CA-2018-154116
8953,CA-2018-150910
1174,CA-2016-132080
9849,CA-2015-142979
4370,US-2017-165078
5004,CA-2015-156006
8682,CA-2015-133634
8476,CA-2018-134880
3925,CA-2015-103940
209,CA-2018-135860
8627,CA-2016-164084
4097,CA-2015-116904
4906,US-2015-146353
5117,CA-2016-127173
3675,CA-2018-154109
6409,CA-2018-161774
8032,CA-2016-119690
3469,CA-2016-100888
7713,CA-2018-139353
772,CA-2018-104220
4929,US-2015-138828
6050,CA-2016-153878
2006,CA-2015-111150
5430,CA-2018-117422
2935,US-2017-169040
94,CA-2016-149587
6743,CA-2016-156923
7528,US-2018-106145
9446,CA-2017-158617
9985,CA-2016-100251
3465,US-2016-147242
1544,CA-2015-107181
4523,CA-2015-107454
4749,CA-2017-123526
6324,CA-2016-110289
693,CA-2016-131534
19,CA-2015-143336
8727,CA-2016-103870
3085,CA-2018-118773
5187,CA-2016-115567
6336,CA-2017-165995
614,CA-2018-138611
5438,CA-2015-103317
6330,CA-2015-167927
9374,CA-2017-149671
9949,CA-2018-121559
3237,CA-2017-146836
3737,CA-2017-115476
8546,CA-2017-119074
6205,CA-2017-133697
5235,CA-2017-111143
9379,CA-2015-154158
3550,CA-2017-152555
5259,CA-2018-158722
3689,CA-2018-140760
9308,CA-2015-128237
7793,CA-2016-127481
3948,CA-2017-119963
6229,CA-2017-148208
7581,CA-2016-169656
7752,CA-2016-133242
8289,CA-2015-156244
8795,CA-2015-162992
2385,US-2018-117534
1846,US-2018-158512
5178,US-2016-120502
3980,CA-2015-114517
5577,CA-2017-136686
357,CA-2017-138520
7394,CA-2018-147844
2135,CA-2016-122210
4517,US-2017-128678
3414,CA-2017-100244
4482,CA-2017-109365
616,CA-2018-117947
8731,CA-2016-111017
709,CA-2015-112158
6360,CA-2016-115693
5557,CA-2016-125066
3036,US-2016-123960
4175,CA-2016-154340
2847,CA-2018-157854
8011,US-2016-136427
5523,CA-2017-110982
9510,CA-2017-105263
5073,CA-2016-145485
2355,CA-2016-111514
7013,CA-2018-141201
22,CA-2017-137330
4611,CA-2017-109407
4206,CA-2015-145387
4426,CA-2018-159464
1161,CA-2015-126522
548,CA-2016-113173
4424,CA-2018-159464
5811,US-2016-163279
6015,CA-2015-102652
9990,CA-2018-121258
6738,CA-2017-123358
